Site;"Site ID";Campagne;"Campagne ID";Rémunération;"Type de support";Support;"Nom du fichier";"Taille de bannière";Texte;Description;Expéditeur;"Expéditeur complément";Objet;"Objet complément";"Début de validité";"Fin de validité";Javascript;HTML;"URL de clic";"URL d'affichage";"URL d'affichage tiers"
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;FilRouge_LOTO_2025;;300x250;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x250 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2113"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2113"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2113""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2113""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2113;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2113;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Fil_Rouge_EDMS;;728x90;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  728x90 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF25715"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF25715"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF25715""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF25715""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF25715;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF25715;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;CRDO;;320x480;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x480 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF27915"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF27915"" width=""320"" height=""480"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF27915""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF27915""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF27915;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF27915;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;CRDO;;320x170;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x170 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF27913"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF27913"" width=""320"" height=""170"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF27913""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF27913""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF27913;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF27913;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Fil_Rouge_EDMS;;160x600;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  160x600 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2571"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2571"" width=""160"" height=""600"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2571""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2571""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2571;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2571;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Fil_Rouge_EDMS;;320x170;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x170 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2579"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2579"" width=""320"" height=""170"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2579""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2579""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2579;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2579;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Fil_Rouge_EDMS;;320x50;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x50 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2577"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2577"" width=""320"" height=""50"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2577""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2577""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2577;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2577;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Fil_Rouge_EDMS;;300x600;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x600 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2575"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2575"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2575""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2575""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2575;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2575;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Fil_Rouge_EDMS;;300x250;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x250 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2573"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2573"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2573""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2573""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2573;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2573;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Fil_Rouge_EDMS;;640x340;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  640x340 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF25713"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF25713"" width=""640"" height=""340"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF25713""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF25713""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF25713;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF25713;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;CRDO;;320x50;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x50 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF27911"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF27911"" width=""320"" height=""50"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF27911""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF27911""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF27911;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF27911;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Illiko;;300x250;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x250 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF23D1"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF23D1"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF23D1""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF23D1""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF23D1;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF23D1;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Illiko;;728x90;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  728x90 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF23D9"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF23D9"" width=""728"" height=""90"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF23D9""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF23D9""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF23D9;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF23D9;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Illiko;;320x179;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x179 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF23D7"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF23D7"" width=""320"" height=""179"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF23D7""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF23D7""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF23D7;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF23D7;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Illiko;;320x50;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x50 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF23D5"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF23D5"" width=""320"" height=""50"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF23D5""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF23D5""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF23D5;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF23D5;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Illiko;;300x600;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x600 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF23D3"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF23D3"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF23D3""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF23D3""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF23D3;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF23D3;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Exclu_Web_Illiko;;300x600;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x600 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2393"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2393"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2393""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2393""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2393;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2393;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Exclu_Web_Illiko;;300x250;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x250 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2391"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2391"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2391""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2391""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2391;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2391;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;CRDO;;300x600;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x600 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2799"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2799"" width=""300"" height=""600"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2799""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2799""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2799;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2799;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;CRDO;;120x60;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  120x60 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2791"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2791"" width=""120"" height=""60"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2791""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2791""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2791;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2791;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;FilRouge_LOTO_2025;;320x170;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x170 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2117"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2117"" width=""320"" height=""170"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2117""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2117""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2117;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2117;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Valorisation_2025;;1200x760;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  1200x760 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF28121"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF28121"" width=""1200"" height=""760"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF28121""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF28121""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF28121;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF28121;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Valorisation_2025;;300x250;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  300x250 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2813"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2813"" width=""300"" height=""250"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2813""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2813""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2813;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2813;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Valorisation_2025;;250x250;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  250x250 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2811"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2811"" width=""250"" height=""250"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2811""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2811""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2811;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2811;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Valorisation_2025;;480x320;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  480x320 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF28113"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF28113"" width=""480"" height=""320"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF28113""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF28113""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF28113;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF28113;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Valorisation_2025;;320x480;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x480 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF28111"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF28111"" width=""320"" height=""480"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF28111""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF28111""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF28111;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF28111;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Valorisation_2025;;320x170;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x170 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2819"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2819"" width=""320"" height=""170"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2819""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2819""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2819;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2819;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Valorisation_2025;;320x50;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  320x50 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF2817"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF2817"" width=""320"" height=""50"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2817""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2817""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF2817;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF2817;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Valorisation_2025;;1270x720;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  1270x720 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF28123"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF28123"" width=""1270"" height=""720"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF28123""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF28123""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF28123;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF28123;
"Euromillions resultats FR";SA574447;"FDJ ";P75281;;Bannière;Valorisation_2025;;970x250;;;;;;;;;"<script type=""text/javascript"" src=""https://img.metaffiliation.com/na/na/res/trk/script.js""></script>
<!-- BEGIN CODE IMAGE  970x250 -->
<script type=""text/javascript"">
	try {
		new KwankoSDKLoader.getSlot(""S51261158C3EF28119"");
	} catch(e) {}
</script>
<noscript>
	<iframe src=""https://action.metaffiliation.com/trk.php?maff=N51261158C3EF28119"" width=""970"" height=""250"" frameborder=""0"" scrolling=""no""></iframe>
</noscript>
<!-- END CODE -->";"<a href=""https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF28119""><img src=""https://action.metaffiliation.com/trk.php?maff=P51261158C3EF28119""></a>";https://action.metaffiliation.com/trk.php?mclic=P51261158C3EF28119;https://action.metaffiliation.com/trk.php?maff=P51261158C3EF28119;
